,As,Ds,Gs,Opp Score,Opponent,Score,Team,Ts,url
17,9,3,10,6,Bryant,11,Davidson,7,/teams/events/match_report/?EventGameId=fKD%2fRgiDKXiyPRlT54UZz3%2ftZ7fS6ejKKcfOuZHhFZU%3d
18,6,5,6,11,Davidson,6,Bryant,12,/teams/events/match_report/?EventGameId=fKD%2fRgiDKXiyPRlT54UZz3%2ftZ7fS6ejKKcfOuZHhFZU%3d
19,9,3,10,6,Bryant,11,Davidson,7,/teams/events/match_report/?EventGameId=fKD%2fRgiDKXiyPRlT54UZz3%2ftZ7fS6ejKKcfOuZHhFZU%3d
20,6,6,6,13,St John's,6,Portland,22,/teams/events/match_report/?EventGameId=Tzv3NYthpV31F53cXHdSm1xlUbPC4FBYdvUu0o%2fZ3ZQ%3d
21,13,5,13,6,Portland,13,St John's,16,/teams/events/match_report/?EventGameId=Tzv3NYthpV31F53cXHdSm1xlUbPC4FBYdvUu0o%2fZ3ZQ%3d
22,6,6,6,13,St John's,6,Portland,22,/teams/events/match_report/?EventGameId=Tzv3NYthpV31F53cXHdSm1xlUbPC4FBYdvUu0o%2fZ3ZQ%3d
23,13,5,13,6,Portland,13,St John's,16,/teams/events/match_report/?EventGameId=Tzv3NYthpV31F53cXHdSm1xlUbPC4FBYdvUu0o%2fZ3ZQ%3d
24,8,5,12,9,Wheaton (Illinois),15,Franciscan,6,/teams/events/match_report/?EventGameId=ydHSvlk0S5HFcLJpsqRnkxYxcGmTnmAyWYhdZTb%2bLhU%3d
25,5,2,7,15,Franciscan,9,Wheaton (Illinois),4,/teams/events/match_report/?EventGameId=ydHSvlk0S5HFcLJpsqRnkxYxcGmTnmAyWYhdZTb%2bLhU%3d
26,8,5,12,9,Wheaton (Illinois),15,Franciscan,6,/teams/events/match_report/?EventGameId=ydHSvlk0S5HFcLJpsqRnkxYxcGmTnmAyWYhdZTb%2bLhU%3d
27,5,2,7,15,Franciscan,9,Wheaton (Illinois),4,/teams/events/match_report/?EventGameId=ydHSvlk0S5HFcLJpsqRnkxYxcGmTnmAyWYhdZTb%2bLhU%3d
28,9,7,9,11,North Carolina-Asheville,10,Colorado College,18,/teams/events/match_report/?EventGameId=1BtRl0q1u6w7ufjk9tIA1rvxZwXSL5HalJDpVHaHiQ0%3d
29,11,8,11,10,Colorado College,11,North Carolina-Asheville,21,/teams/events/match_report/?EventGameId=1BtRl0q1u6w7ufjk9tIA1rvxZwXSL5HalJDpVHaHiQ0%3d
30,9,7,9,11,North Carolina-Asheville,10,Colorado College,18,/teams/events/match_report/?EventGameId=1BtRl0q1u6w7ufjk9tIA1rvxZwXSL5HalJDpVHaHiQ0%3d
31,11,8,11,10,Colorado College,11,North Carolina-Asheville,21,/teams/events/match_report/?EventGameId=1BtRl0q1u6w7ufjk9tIA1rvxZwXSL5HalJDpVHaHiQ0%3d
32,15,3,15,8,North Carolina-Asheville,15,Franciscan,2,/teams/events/match_report/?EventGameId=Rhtwj4BeBNpI99dNaB6xcADQciZk6WfzKkYvaaNK5Ec%3d
33,6,2,8,15,Franciscan,8,North Carolina-Asheville,8,/teams/events/match_report/?EventGameId=Rhtwj4BeBNpI99dNaB6xcADQciZk6WfzKkYvaaNK5Ec%3d
34,15,3,15,8,North Carolina-Asheville,15,Franciscan,2,/teams/events/match_report/?EventGameId=Rhtwj4BeBNpI99dNaB6xcADQciZk6WfzKkYvaaNK5Ec%3d
35,6,2,8,15,Franciscan,8,North Carolina-Asheville,8,/teams/events/match_report/?EventGameId=Rhtwj4BeBNpI99dNaB6xcADQciZk6WfzKkYvaaNK5Ec%3d
36,8,7,9,12,Wheaton (Illinois),9,Colorado College,22,/teams/events/match_report/?EventGameId=7TxEXWHk65p7p5r%2bA0LlyCl5QgDMbRxW%2fdAudQMAnWM%3d
37,12,9,12,9,Colorado College,12,Wheaton (Illinois),20,/teams/events/match_report/?EventGameId=7TxEXWHk65p7p5r%2bA0LlyCl5QgDMbRxW%2fdAudQMAnWM%3d
38,8,7,9,12,Wheaton (Illinois),9,Colorado College,22,/teams/events/match_report/?EventGameId=7TxEXWHk65p7p5r%2bA0LlyCl5QgDMbRxW%2fdAudQMAnWM%3d
39,12,9,12,9,Colorado College,12,Wheaton (Illinois),20,/teams/events/match_report/?EventGameId=7TxEXWHk65p7p5r%2bA0LlyCl5QgDMbRxW%2fdAudQMAnWM%3d
40,14,5,15,9,Colorado College,15,Franciscan,10,/teams/events/match_report/?EventGameId=Vr6gahfm0qnxfn5JtXTe7pAG78bzXY9zopvRGq%2b4U%2bk%3d
41,9,5,8,15,Franciscan,9,Colorado College,16,/teams/events/match_report/?EventGameId=Vr6gahfm0qnxfn5JtXTe7pAG78bzXY9zopvRGq%2b4U%2bk%3d
42,14,5,15,9,Colorado College,15,Franciscan,10,/teams/events/match_report/?EventGameId=Vr6gahfm0qnxfn5JtXTe7pAG78bzXY9zopvRGq%2b4U%2bk%3d
43,9,5,8,15,Franciscan,9,Colorado College,16,/teams/events/match_report/?EventGameId=Vr6gahfm0qnxfn5JtXTe7pAG78bzXY9zopvRGq%2b4U%2bk%3d
44,13,9,12,12,North Carolina-Asheville,13,Wheaton (Illinois),5,/teams/events/match_report/?EventGameId=1Y8rvBJmSvtKT%2fMqHjc7o2u2lHA5X%2fIrYPJHpwHMuVI%3d
45,10,13,12,13,Wheaton (Illinois),12,North Carolina-Asheville,11,/teams/events/match_report/?EventGameId=1Y8rvBJmSvtKT%2fMqHjc7o2u2lHA5X%2fIrYPJHpwHMuVI%3d
46,13,9,12,12,North Carolina-Asheville,13,Wheaton (Illinois),5,/teams/events/match_report/?EventGameId=1Y8rvBJmSvtKT%2fMqHjc7o2u2lHA5X%2fIrYPJHpwHMuVI%3d
47,10,13,12,13,Wheaton (Illinois),12,North Carolina-Asheville,11,/teams/events/match_report/?EventGameId=1Y8rvBJmSvtKT%2fMqHjc7o2u2lHA5X%2fIrYPJHpwHMuVI%3d
48,9,6,10,9,John Brown,12,Richmond,14,/teams/events/match_report/?EventGameId=%2fzp2%2fV67e16%2blv9KTYbGdhMxdtIFHIzE5xszXBL%2f%2b9g%3d
49,9,8,9,12,Richmond,9,John Brown,21,/teams/events/match_report/?EventGameId=%2fzp2%2fV67e16%2blv9KTYbGdhMxdtIFHIzE5xszXBL%2f%2b9g%3d
50,9,6,10,9,John Brown,12,Richmond,14,/teams/events/match_report/?EventGameId=%2fzp2%2fV67e16%2blv9KTYbGdhMxdtIFHIzE5xszXBL%2f%2b9g%3d
51,9,8,9,12,Richmond,9,John Brown,21,/teams/events/match_report/?EventGameId=%2fzp2%2fV67e16%2blv9KTYbGdhMxdtIFHIzE5xszXBL%2f%2b9g%3d
52,11,8,11,15,Army,11,Amherst,23,/teams/events/match_report/?EventGameId=ZsB9tFnStk%2fZ9XA9NKV0NL4Gd%2bb%2bbYaub7NA7ultbF8%3d
53,15,2,15,11,Amherst,15,Army,20,/teams/events/match_report/?EventGameId=ZsB9tFnStk%2fZ9XA9NKV0NL4Gd%2bb%2bbYaub7NA7ultbF8%3d
