,No.,Name,UpperName,Gs,Goals,As,Assists,Ds,Ts,Turns,url,Team,Seed,Score,Opp Score
23,96,Aleisha Mohr,ALEISHA MOHR,1,1,0,0,0,1,1,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,British Columbia,2,11,14
0,1,Jane Elizabeth Gunnar,JANE ELIZABETH GUNNAR,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
1,2,Emily Beck,EMILY BECK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
2,3,Catherine Paulson,CATHERINE PAULSON,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
3,4,Kristen Pojunis,KRISTEN POJUNIS,4,4,0,0,0,3,3,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
4,5,Lauren Kean,LAUREN KEAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
5,7,Grace Hubrig,GRACE HUBRIG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
6,8,Tiana Rangchi,TIANA RANGCHI,1,1,2,2,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
7,9,Bonnie Brown,BONNIE BROWN,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
8,11,Sylvia Liang,SYLVIA LIANG,3,3,1,1,1,2,2,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
9,15,Claire Simpson,CLAIRE SIMPSON,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
10,16,Alyssa Worsham,ALYSSA WORSHAM,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
11,17,Kristin Monson,KRISTIN MONSON,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
12,18,Camille Wilson,CAMILLE WILSON,1,1,0,0,0,3,3,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
13,19,Melissa Kan,MELISSA KAN,1,1,2,2,0,1,1,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
14,21,Audree Hsu,AUDREE HSU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
15,22,Caroline McKee,CAROLINE MCKEE,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
16,23,Breanna Dirkse,BREANNA DIRKSE,1,1,0,0,2,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
17,25,Han Chen,HAN CHEN,1,1,7,7,2,6,6,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
18,27,Vivian Liu,VIVIAN LIU,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
19,31,Kathleen Lo,KATHLEEN LO,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
20,99,Maria Kazantsev,MARIA KAZANTSEV,0,0,0,0,0,3,3,/teams/events/match_report/?EventGameId=8zHP4XYJSu5HHnnmDcuUyyStK%2bpAokGPNc9s7ajrznc%3d,UCLA,7,14,11
0,0,Vaughan Skinker,VAUGHAN SKINKER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
1,1,Victoria Smith,VICTORIA SMITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
2,2,Megan MacGillivray,MEGAN MACGILLIVRAY,3,3,0,0,1,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
3,5,Caroline Nofzinger,CAROLINE NOFZINGER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
4,7,Katie Schreiber,KATIE SCHREIBER,0,0,1,1,0,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
5,8,Linda Morse,LINDA MORSE,2,2,3,3,0,3,3,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
6,9,Katherine Greener,KATHERINE GREENER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
7,10,Sara Pike,SARA PIKE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
8,11,Hannah Blizzard,HANNAH BLIZZARD,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
9,12,Sarah Russek,SARAH RUSSEK,2,2,1,1,2,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
10,14,Haley Grajewski,HALEY GRAJEWSKI,1,1,1,1,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
11,18,Gabrielle Doran,GABRIELLE DORAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
12,19,Abigail Bomberger,ABIGAIL BOMBERGER,3,3,1,1,1,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
13,20,Lakshmi Ilango,LAKSHMI ILANGO,2,2,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
14,21,Sofie Patzak,SOFIE PATZAK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
15,22,Caterina Pagano,CATERINA PAGANO,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
16,23,Katie Cleveland,KATIE CLEVELAND,0,0,1,1,0,4,4,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
17,27,Goda Tarcijonas,GODA TARCIJONAS,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
18,36,Carolyn Normile,CAROLYN NORMILE,2,2,3,3,0,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
19,37,Linn Bjanes,LINN BJANES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
20,72,Jacqueline Lombard,JACQUELINE LOMBARD,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Pittsburgh,11,15,10
0,0,Eryndae Thorvaldsen,ERYNDAE THORVALDSEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
1,2,Jendy Edgerton,JENDY EDGERTON,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
2,3,Alea Clymer,ALEA CLYMER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
3,5,Tiffany Phan,TIFFANY PHAN,1,1,2,2,2,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
4,6,Jessie Thoreson,JESSIE THORESON,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
5,7,Kaitlin Webster,KAITLIN WEBSTER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
6,8,Ariel Edwards,ARIEL EDWARDS,0,0,0,0,1,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
7,9,Rossella Bernocco,ROSSELLA BERNOCCO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
8,11,Aileen Isla,AILEEN ISLA,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
9,12,Brittany Vallene,BRITTANY VALLENE,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
10,13,Alana Hall,ALANA HALL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
11,14,Annie Paden,ANNIE PADEN,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
12,15,Macy Schelbert,MACY SCHELBERT,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
13,16,Samiya Ismail,SAMIYA ISMAIL,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
14,17,Madeline Gilbert,MADELINE GILBERT,1,1,0,0,3,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
15,18,Kylie Miyata,KYLIE MIYATA,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
16,21,Michelle Hanneman,MICHELLE HANNEMAN,0,0,2,2,0,3,3,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
17,23,Lena Gibbs,LENA GIBBS,0,0,0,0,1,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
18,24,Allie Sanchez,ALLIE SANCHEZ,3,3,1,1,1,2,2,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
19,28,Colleen Horntvedt,COLLEEN HORNTVEDT,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
20,37,Amina Lee,AMINA LEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
21,44,Abbie Abramovich,ABBIE ABRAMOVICH,3,3,4,4,1,3,3,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
22,71,Kelsea Kilbride,KELSEA KILBRIDE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
23,81,Tian Qing Yen,TIAN QING YEN,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=q8yiJzUoWvO8ECirDqYhgyxuDQNMqzD0UJbblU2wFZ4%3d,Chaos (Independent),14,10,15
0,0,Vaughan Skinker,VAUGHAN SKINKER,0,0,0,0,1,3,3,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
1,1,Victoria Smith,VICTORIA SMITH,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
2,2,Megan MacGillivray,MEGAN MACGILLIVRAY,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
3,5,Caroline Nofzinger,CAROLINE NOFZINGER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
4,7,Katie Schreiber,KATIE SCHREIBER,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
5,8,Linda Morse,LINDA MORSE,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
6,9,Katherine Greener,KATHERINE GREENER,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
7,10,Sara Pike,SARA PIKE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
8,11,Hannah Blizzard,HANNAH BLIZZARD,0,0,0,0,0,3,3,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
9,12,Sarah Russek,SARAH RUSSEK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
10,14,Haley Grajewski,HALEY GRAJEWSKI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
11,18,Gabrielle Doran,GABRIELLE DORAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
12,19,Abigail Bomberger,ABIGAIL BOMBERGER,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
13,20,Lakshmi Ilango,LAKSHMI ILANGO,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
14,21,Sofie Patzak,SOFIE PATZAK,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
15,22,Caterina Pagano,CATERINA PAGANO,0,0,1,1,0,2,2,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
16,23,Katie Cleveland,KATIE CLEVELAND,0,0,0,0,0,3,3,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
17,27,Goda Tarcijonas,GODA TARCIJONAS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
18,36,Carolyn Normile,CAROLYN NORMILE,1,1,0,0,1,4,4,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
19,37,Linn Bjanes,LINN BJANES,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
20,72,Jacqueline Lombard,JACQUELINE LOMBARD,0,0,0,0,0,2,2,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Pittsburgh,11,3,15
0,1,Sophia Siu,SOPHIA SIU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
1,2,Sarah Heyborne,SARAH HEYBORNE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
2,3,Carolyn Susman,CAROLYN SUSMAN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
3,4,Madeline Parish,MADELINE PARISH,2,2,0,0,1,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
4,6,Piper Curtis,PIPER CURTIS,4,4,1,1,2,1,1,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
5,7,Lillian Huang,LILLIAN HUANG,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
6,8,Angela Zhu,ANGELA ZHU,1,1,8,8,1,1,1,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
7,9,Kristie Kelly,KRISTIE KELLY,3,3,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
8,12,Erica Ng,ERICA NG,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
9,14,Lily Eisner,LILY EISNER,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
10,16,Ella Dzenitis,ELLA DZENITIS,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
11,17,Magdalene Pizzo,MAGDALENE PIZZO,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
12,21,Jaclyn Verzuh,JACLYN VERZUH,1,1,4,4,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
13,22,Caitlyn Lee,CAITLYN LEE,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
14,33,Sarah Colon,SARAH COLON,0,0,0,0,1,2,2,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
15,42,Jaquille Jones,JAQUILLE JONES,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
16,55,Julianna Werffeli,JULIANNA WERFFELI,3,3,1,1,0,4,4,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
17,81,Mae Hardebeck,MAE HARDEBECK,0,0,0,0,0,1,1,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
18,99,Moyosore Okeremi,MOYOSORE OKEREMI,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=ABDpMYQKJHfz7OmcgCL7IEYtDjGyS9cXddOv9hQfvEw%3d,Dartmouth,18,15,3
0,4,Julia Zhang,JULIA ZHANG,1,1,1,1,0,1,1,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
1,5,Naomi Morcilla,NAOMI MORCILLA,0,0,1,1,1,1,1,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
2,6,Evelyn Chan,EVELYN CHAN,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
3,8,Kate Scarth,KATE SCARTH,1,1,0,0,1,1,1,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
4,9,Serena Tam,SERENA TAM,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
5,10,Joanna Lo,JOANNA LO,1,1,0,0,0,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
6,11,Naomi Johnson,NAOMI JOHNSON,1,1,0,0,3,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
7,12,Ingrid Yuen,INGRID YUEN,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
8,14,Cindy Li,CINDY LI,0,0,1,1,0,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
9,18,Christine Liu,CHRISTINE LIU,1,1,0,0,1,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
10,19,Mira Donaldson,MIRA DONALDSON,0,0,3,3,1,2,2,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
11,21,Ellen Au-Yeung,ELLEN AU-YEUNG,2,2,4,4,1,2,2,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
12,24,Megan Zhu,MEGAN ZHU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
13,25,Esther Au,ESTHER AU,0,0,0,0,0,0,0,/teams/events/match_report/?EventGameId=OM%2fnMXm3DR6cV%2fm9zaSIbC09bzdsFkh3fIskovS6%2bwE%3d,British Columbia,2,15,9
